*name; short_name;description;latitude;longitude;elevation;type;type_name;country;icao;frequency;rwy_landable;rwy_lenght;rwy_direc;rwy_surface;rwy_surface_name;rwy_bidirectional
AICHELBERG X    *FL07;AICXX;;48.39'967"N;008.31'183"E;790;2816;Auﬂenlandefeld;1060;;121.500;0;250;310;4;sonstiger Belag;1
AICHHALDEN      *FL05;AICYY;;48.38'667"N;008.32'733"E;755;2816;Auﬂenlandefeld;1060;;1  .  0;0;300;10;4;sonstiger Belag;1
ANSBACH  MIL;ANSBM;;49.18'500"N;010.38'300"E;466;768;Sonderlandeplatz;1060;ETEB;122.100;0;380;80;1;Asphalt;1
Aachen-Merzbrueck;AachnM;;50.49'450"N;006.11'220"E;190;768;Sonderlandeplatz;1060;EDKA;122.875;1;520;260;1;Asphalt;1
Aalen-Heidenheim/Elchingen;AalnHd;;48.46'730"N;010.15'950"E;584;768;Sonderlandeplatz;1060;EDPA;122.400;1;950;88;1;Asphalt;1
Achmer;Achmer;;52.22'730"N;007.54'870"E;54;768;Sonderlandeplatz;1060;EDXA;123.050;1;940;250;3;Gras;1
Agathazeller Moos;Agathz;;47.33'367"N;010.16'333"E;727;1792;Segelfluggel‰nde;1060;;123.350;1;0;0;5;Belag unbekannt;1
Ahlhorn;Ahlhrn;;52.53'500"N;008.14'000"E;49;768;Sonderlandeplatz;1060;;;1;1100;90;1;Asphalt;1
Ahrenlohe;Ahrnlh;;53.42'080"N;009.44'700"E;10;768;Sonderlandeplatz;1060;EDHO;122.600;1;500;230;1;Asphalt;1
Aichach;Aichch;;48.28'550"N;011.08'217"E;440;1792;Segelfluggel‰nde;1060;;122.300;1;0;0;5;Belag unbekannt;1
Ailertchen;Ailrtc;;50.35'670"N;007.56'750"E;470;768;Sonderlandeplatz;1060;EDGA;123.050;1;550;220;3;Gras;1
Albstadt-Degerfeld;Albstd;;48.15'030"N;009.03'680"E;878;768;Sonderlandeplatz;1060;EDSA;125.100;1;580;270;3;Gras;1
Alkersleben-Wuelfershausen;Alkrsl;;50.50'530"N;011.04'200"E;349;768;Sonderlandeplatz;1060;EDBA;123.000;1;900;270;3;Gras;1
Allendorf-Eder;Allndr;;51.02'100"N;008.40'700"E;355;768;Sonderlandeplatz;1060;EDFQ;118.175;1;1097;290;1;Asphalt;1
Allstedt;Allstd;;51.22'800"N;011.26'800"E;284;768;Sonderlandeplatz;1060;EDBT;122.000;1;1200;250;0;Beton;1
Alsfeld;Alsfld;;50.44'933"N;009.14'933"E;290;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Altdorf-Hagenhausen;Altdrf;;49.23'200"N;011.25'283"E;534;1792;Segelfluggel‰nde;1060;;129.970;1;0;0;5;Belag unbekannt;1
Altdorf-Wallburg;Altdr1;;48.16'250"N;007.50'580"E;191;768;Sonderlandeplatz;1060;EDSW;127.150;1;495;250;3;Gras;1
Alte Ems b. Herbrum;AltEms;;53.01'883"N;007.18'283"E;2;1792;Segelfluggel‰nde;1060;;123.150;1;0;0;5;Belag unbekannt;1
Altena-Hegenscheid;AltnHg;;51.18'850"N;007.42'720"E;473;768;Sonderlandeplatz;1060;EDKD;122.200;1;600;240;3;Gras;1
Altenbachtal;Altnbc;;49.55'400"N;009.09'467"E;132;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Altenburg-Nobitz;Altnbr;;50.58'980"N;012.30'480"E;195;1024;Flughafen;1060;EDAC;123.575;1;2095;218;0;Beton;1
Altenstadt;Altnst;;47.50'100"N;010.52'200"E;741;512;milit‰rischer Flugplatz;1060;ETHA;122.100;1;700;270;3;Gras;1
Altfeld;Altfld;;49.49'917"N;009.32'233"E;344;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Altoetting;Altttn;;48.12'983"N;012.38'817"E;400;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Am Salzgittersee;AmSlzg;;52.10'183"N;010.18'950"E;81;1792;Segelfluggel‰nde;1060;;130.125;1;0;0;5;Belag unbekannt;1
Am Stauffenberg;AmStff;;51.21'700"N;009.37'650"E;350;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Amoeneburg;Amonbr;;50.47'400"N;008.54'350"E;240;1792;Segelfluggel‰nde;1060;;122.475;1;0;0;5;Belag unbekannt;1
Ampfing-Waldkraiburg;Ampfng;;48.15'830"N;012.24'750"E;415;768;Sonderlandeplatz;1060;EDNA;123.600;1;735;270;3;Gras;1
An den sieben Bergen;Andnsb;;52.03'500"N;009.48'650"E;125;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Anklam;Anklam;;53.50'000"N;013.40'400"E;5;768;Sonderlandeplatz;1060;EDCA;122.650;1;900;270;1;Asphalt;1
Ansbach-Petersdorf;Ansbch;;49.21'670"N;010.40'330"E;418;768;Sonderlandeplatz;1060;EDQF;123.650;1;780;270;3;Gras;1
Anspach/Taunus;Anspch;;50.17'400"N;008.32'200"E;336;768;Sonderlandeplatz;1060;EDFA;121.025;1;580;240;3;Gras;1
Antersberg' Lkr. Rosenheim;Antrsb;;47.57'783"N;011.59'733"E;489;1792;Segelfluggel‰nde;1060;;123.350;1;0;0;5;Belag unbekannt;1
Arnbruck;Arnbrc;;49.07'570"N;012.59'100"E;523;768;Sonderlandeplatz;1060;EDNB;118.550;1;425;350;1;Asphalt;1
Arnsberg;Arnsbr;;51.29'080"N;007.54'020"E;242;768;Sonderlandeplatz;1060;EDLA;123.025;1;920;230;1;Asphalt;1
Arnsberg-Ruhrwiese;Arnsb1;;51.23'767"N;008.03'950"E;180;1792;Segelfluggel‰nde;1060;;123.400;1;0;0;5;Belag unbekannt;1
Aschaffenburg;Aschff;;49.56'300"N;009.03'820"E;125;768;Sonderlandeplatz;1060;EDFC;122.675;1;653;260;1;Asphalt;1
Aschersleben;Aschrs;;51.45'900"N;011.29'900"E;160;768;Sonderlandeplatz;1060;EDCQ;123.375;1;900;290;3;Gras;1
Asperden Knobbenhof;Asprdn;;51.41'450"N;006.06'217"E;16;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Asslarer Huette;Asslrr;;50.35'883"N;008.26'633"E;232;1792;Segelfluggel‰nde;1060;;129.975;1;0;0;5;Belag unbekannt;1
Attendorn-Finnentrop;Attndr;;51.08'780"N;007.56'200"E;317;768;Sonderlandeplatz;1060;EDKU;121.400;1;450;210;3;Gras;1
Aud der Schaufel bei Bad Wildungen;AuddrS;;51.05'767"N;009.08'767"E;310;1792;Segelfluggel‰nde;1060;;123.350;1;0;0;1;Asphalt;1
Aue b. Hattorf/Harz;Aueb.H;;51.37'983"N;010.15'133"E;188;1792;Segelfluggel‰nde;1060;;122.200;1;0;0;5;Belag unbekannt;1
Auerbach;Auerbc;;50.29'880"N;012.22'700"E;568;768;Sonderlandeplatz;1060;EDOA;122.700;1;580;360;3;Gras;1
Augsburg;Augsbr;;48.25'570"N;010.55'980"E;461;1024;Flughafen;1060;EDMA;124.975;1;1280;250;0;Beton;1
Aukrug;Aukrug;;54.03'850"N;009.48'050"E;25;1792;Segelfluggel‰nde;1060;;123.350;1;0;0;5;Belag unbekannt;1
Aventoft;Aventf;;54.53'767"N;008.49'183"E;1;1792;Segelfluggel‰nde;1060;;122.400;1;0;0;5;Belag unbekannt;1
BAD BIBRA;BADBI;;51.12'150"N;011.30'000"E;300;768;Sonderlandeplatz;1060;ULM;123.425;0;300;100;3;Gras;1
BAD KREUZNACH;BADKR;;49.51'083"N;007.53'500"E;104;768;Sonderlandeplatz;1060;?;122.100;0;600;60;1;Asphalt;1
BAD ROTENFELS   *FL11;BADRO;;48.49'467"N;008.17'383"E;130;2816;Auﬂenlandefeld;1060;;1  .  0;0;460;140;4;sonstiger Belag;1
BAERENTAL       *FELD;BAER"E;;47.52'700"N;008.06'717"E;930;2816;Auﬂenlandefeld;1060;;1  .  0;0;250;50;3;Gras;1
BAIERSBRONN     *FL03;BAIYY;;48.30'917"N;008.22'433"E;560;2816;Auﬂenlandefeld;1060;;1  .  0;0;250;50;4;sonstiger Belag;1
BASEPOHL MIL CLS;BASEP;;53.44'850"N;012.57'150"E;60;1792;Segelfluggel‰nde;1060;;122.100;0;500;110;3;Gras;1
BEILROD"E;BEILR;;51.34'250"N;013.03'117"E;81;768;Sonderlandeplatz;1060;-!;122.300;0;740;80;3;Gras;1
BERNAU          *FELD;BERXX;;47.48'417"N;008.01'767"E;920;2816;Auﬂenlandefeld;1060;;1  .  0;0;250;120;4;sonstiger Belag;1
BESENBFELDN     *FL07;BESE"N;;48.35'933"N;008.24'933"E;815;2816;Auﬂenlandefeld;1060;;1  .  0;0;450;320;4;sonstiger Belag;1
BOHLSBACH       *FL12;BOHSB;;48.30'117"N;007.57'067"E;150;2816;Auﬂenlandefeld;1060;;1  .  0;0;400;100;4;sonstiger Belag;1
BREGGE"N;BREGG;;51.11'983"N;006.07'933"E;73;768;Sonderlandeplatz;1060;ETUR;122.100;0;2490;90;1;Asphalt;1
BUHLBACH X      *FL01;BUHLB;;48.31'517"N;008.15'583"E;625;2816;Auﬂenlandefeld;1060;;121.500;0;200;250;4;sonstiger Belag;1
BUTZWEILERHOF;BUTZW;;50.59'233"N;006.53'467"E;49;1792;Segelfluggel‰nde;1060;;122.500;0;630;40;1;Asphalt;1
Babenhausen;Babnhs;;49.56'933"N;008.57'933"E;133;1792;Segelfluggel‰nde;1060;;123.150;1;0;0;5;Belag unbekannt;1
Backnang-Heiningen;Backnn;;48.55'250"N;009.27'380"E;294;768;Sonderlandeplatz;1060;EDSH;126.500;1;500;290;3;Gras;1
Bad Berka;BadBrk;;50.54'330"N;011.15'500"E;305;768;Sonderlandeplatz;1060;EDOB;123.650;1;850;250;3;Gras;1
Bad Brueckenau-Oberleichtersbach;BadBrc;;50.16'317"N;009.49'433"E;402;1792;Segelfluggel‰nde;1060;;123.350;1;0;0;5;Belag unbekannt;1
Bad Buchau/Federsee;BadBch;;48.03'467"N;009.38'850"E;580;1792;Segelfluggel‰nde;1060;;123.150;1;0;0;5;Belag unbekannt;1
Bad Ditzenbach;BadDtz;;48.33'830"N;009.43'820"E;720;768;Sonderlandeplatz;1060;EDPB;122.350;1;400;340;3;Gras;1
Bad Duerkheim;BadDrk;;49.28'450"N;008.11'830"E;107;768;Sonderlandeplatz;1060;EDRF;122.400;1;480;260;1;Asphalt;1
Bad Frankenhausen;BadFrn;;51.22'400"N;011.08'500"E;240;768;Sonderlandeplatz;1060;EDOF;122.600;1;650;260;3;Gras;1
Bad Gandersheim;BadGnd;;51.51'250"N;010.01'670"E;241;768;Sonderlandeplatz;1060;EDVA;123.000;1;675;360;3;Gras;1
Bad Kissingen;BadKss;;50.12'600"N;010.04'100"E;199;768;Sonderlandeplatz;1060;EDFK;122.000;1;620;350;3;Gras;1
Bad Koenigshofen;BadKng;;50.17'250"N;010.25'333"E;313;1792;Segelfluggel‰nde;1060;;130.125;1;0;0;5;Belag unbekannt;1
Bad Langensalza;BadLng;;51.07'830"N;010.37'330"E;198;768;Sonderlandeplatz;1060;EDEB;123.500;1;700;270;3;Gras;1
Bad Marienberg/Oberrossbach;BadMrn;;50.39'733"N;008.01'700"E;527;1792;Segelfluggel‰nde;1060;;129.975;1;0;0;5;Belag unbekannt;1
Bad Neuenahr;BadNnh;;50.33'580"N;007.08'250"E;205;768;Sonderlandeplatz;1060;EDRA;122.350;1;477;290;1;Asphalt;1
Bad Neustadt/Saale-Grasberg;BadNst;;50.18'300"N;010.13'600"E;304;768;Sonderlandeplatz;1060;EDFD;123.650;1;600;320;1;Asphalt;1
Bad Pyrmont;BadPyr;;51.58'130"N;009.17'650"E;359;768;Sonderlandeplatz;1060;EDVW;121.175;1;600;43;1;Asphalt;1
Bad Sobernheim-Domberg;BadSbr;;49.47'520"N;007.40'000"E;247;768;Sonderlandeplatz;1060;EDRS;118.925;1;600;212;3;Gras;1
Bad Waldsee-Reute;BadWld;;47.55'000"N;009.43'000"E;575;768;Sonderlandeplatz;1060;;123.000;1;660;330;3;Gras;1
Bad Windsheim;BadWnd;;49.30'670"N;010.22'070"E;372;768;Sonderlandeplatz;1060;EDQB;118.275;1;690;260;3;Gras;1
Bad Woerishofen-Nord;BadWrs;;48.01'030"N;010.37'030"E;620;768;Sonderlandeplatz;1060;EDNH;122.600;1;568;260;3;Gras;1
Bad Zwischenahn-Rostrup;BadZws;;53.12'650"N;007.59'333"E;9;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Baden-Oos;BadnOs;;48.47'570"N;008.11'250"E;123;768;Sonderlandeplatz;1060;EDTB;121.000;1;600;220;3;Gras;1
Baldenau;Baldn;;48.52'433"N;008.12'833"E;112;1792;Segelfluggel‰nde;1060;;122.475;1;0;0;5;Belag unbekannt;1
Ballenstedt;Ballns;;51.44'800"N;011.13'800"E;162;768;Sonderlandeplatz;1060;EDCB;122.700;1;560;90;1;Asphalt;1
Baltrum;Baltrm;;53.43'620"N;007.22'380"E;2;768;Sonderlandeplatz;1060;EDWZ;123.050;1;425;280;3;Gras;1
Bamberg-Breitenau  (mil/civ);Bambrg;;49.55'200"N;010.54'980"E;250;768;Sonderlandeplatz;1060;ETEJ;120.175;1;625;220;1;Asphalt;1
Barssel;Barssl;;53.09'980"N;007.47'670"E;3;768;Sonderlandeplatz;1060;EDXL;122.000;1;600;300;3;Gras;1
Barth;Barth;;54.20'380"N;012.42'600"E;7;1024;Flughafen;1060;EDBH;118.075;1;1200;270;0;Beton;1
Bartholomae-Amalienhof;Barthl;;48.44'200"N;010.00'467"E;637;1792;Segelfluggel‰nde;1060;;123.350;1;0;0;5;Belag unbekannt;1
Baumerlenbach;Baumrl;;49.13'850"N;009.25'083"E;231;1792;Segelfluggel‰nde;1060;;123.150;1;0;0;5;Belag unbekannt;1
Baumholder;Baumhl;;49.39'000"N;007.18'000"E;441;512;milit‰rischer Flugplatz;1060;ETEK;122.100;1;567;70;1;Asphalt;1
Bautzen;Bautzn;;51.11'630"N;014.31'280"E;173;1024;Flughafen;1060;EDAB;129.150;1;2200;250;0;Beton;1
Bayreuth;Bayrth;;49.59'130"N;011.38'300"E;488;1024;Flughafen;1060;EDQD;127.525;1;895;240;0;Beton;1
Beilngries;Beilng;;49.01'370"N;011.29'170"E;369;768;Sonderlandeplatz;1060;EDNC;118.350;1;600;280;3;Gras;1
Benediktbeuern;Bendkt;;47.42'950"N;011.23'433"E;607;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Bensheimer Stadtwiesen;Benshm;;49.41'400"N;008.34'950"E;100;1792;Segelfluggel‰nde;1060;;123.375;1;0;0;5;Belag unbekannt;1
Bergheim;Berghm;;50.57'900"N;006.36'467"E;70;1792;Segelfluggel‰nde;1060;;130.125;1;0;0;5;Belag unbekannt;1
Bergneustadt/ Duempel;Bergns;;51.03'180"N;007.42'430"E;489;768;Sonderlandeplatz;1060;EDKF;123.650;1;600;220;3;Gras;1
Berlin- Schoenefeld;BerlnS;;52.22'800"N;013.31'330"E;47;256;Internationaler Flugplatz;1060;EDDB;120.025;1;2700;69;0;Beton;1
Berlin-Tegel;BerlnT;;52.33'670"N;013.17'370"E;37;256;Internationaler Flugplatz;1060;EDDT;124.525;1;2428;81;1;Asphalt;1
Berlin-Tempelhof;Berln1;;52.28'500"N;013.24'200"E;50;256;Internationaler Flugplatz;1060;EDDI;119.575;1;2094;86;1;Asphalt;1
Berliner Heide/Metzingen;Berlnr;;52.40'200"N;010.22'200"E;69;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Betzdorf-Kirchen;Betzdr;;50.49'170"N;007.50'000"E;343;768;Sonderlandeplatz;1060;EDKI;122.750;1;500;260;3;Gras;1
Biberach a.d. Riss;Bibrch;;48.06'720"N;009.45'830"E;580;768;Sonderlandeplatz;1060;EDMB;122.750;1;780;220;1;Asphalt;1
Bielefeld-Windelsbleiche;Bielfl;;51.57'900"N;008.32'700"E;138;768;Sonderlandeplatz;1060;EDLI;118.350;1;700;290;1;Asphalt;1
Bienenfarm;Biennf;;52.39'620"N;012.44'870"E;37;768;Sonderlandeplatz;1060;EDOI;122.850;1;850;300;3;Gras;1
Binningen;Binnng;;47.48'000"N;008.43'280"E;486;768;Sonderlandeplatz;1060;EDSI;130.600;1;777;250;3;Gras;1
Bischofsberg;Bischf;;50.25'950"N;010.17'167"E;330;1792;Segelfluggel‰nde;1060;;123.350;1;0;0;5;Belag unbekannt;1
Bisperode-West;Bisprd;;52.04'700"N;009.28'600"E;170;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Bitburg;Bitbrg;;49.55'983"N;006.32'983"E;374;512;milit‰rischer Flugplatz;1060;;122.100;1;2506;60;0;Beton;1
Bitche;Bitche;;49.04'116"N;007.26'950"E;0;512;milit‰rischer Flugplatz;1060;;122.100;1;450;90;3;Gras;1
Blaubeuren;Blabrn;;48.25'250"N;009.47'900"E;676;768;Sonderlandeplatz;1060;EDMC;130.600;1;556;280;3;Gras;1
Blexen bei Nordenham;Blexnb;;53.32'350"N;008.32'367"E;3;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Blomberg-Borkhausen;Blombr;;51.55'200"N;009.06'870"E;163;768;Sonderlandeplatz;1060;EDVF;118.925;1;480;240;3;Gras;1
Blumberg;Blumbr;;47.50'750"N;008.34'000"E;698;768;Sonderlandeplatz;1060;EDSL;123.050;1;605;250;3;Gras;1
Boberg/HH;BobrgH;;53.30'800"N;010.09'183"E;2;1792;Segelfluggel‰nde;1060;;122.200;1;0;0;5;Belag unbekannt;1
Boehlen;Boehln;;51.13'000"N;012.22'170"E;131;768;Sonderlandeplatz;1060;EDO"E;123.000;1;700;240;3;Gras;1
Bohlenberger Feld;Bohlnb;;53.25'117"N;007.54'217"E;8;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Bohmte-Bad Essen;BohmtB;;52.21'130"N;008.19'900"E;45;768;Sonderlandeplatz;1060;EDXD;122.500;1;580;290;3;Gras;1
Bolhof;Bolhof;;47.39'050"N;008.23'200"E;568;1792;Segelfluggel‰nde;1060;;129.975;1;0;0;5;Belag unbekannt;1
Bollrich;Bollrc;;51.54'367"N;010.27'733"E;272;1792;Segelfluggel‰nde;1060;;123.150;1;0;0;5;Belag unbekannt;1
Bonn-Hangelar;BonnHn;;50.46'100"N;007.09'900"E;60;768;Sonderlandeplatz;1060;EDKB;135.150;1;800;290;1;Asphalt;1
Bopfingen;Bopfng;;48.50'970"N;010.20'000"E;618;768;Sonderlandeplatz;1060;EDNQ;122.850;1;620;250;1;Asphalt;1
Bordelum;Bordlm;;54.37'600"N;008.55'880"E;1;768;Sonderlandeplatz;1060;EDWA;;1;550;220;3;Gras;1
Borghorst-Fuechten;Borghr;;52.09'050"N;007.27'183"E;50;1792;Segelfluggel‰nde;1060;;123.350;1;0;0;5;Belag unbekannt;1
Borken-Hoxfeld;BorknH;;51.51'280"N;006.48'930"E;48;768;Sonderlandeplatz;1060;EDLY;122.925;1;740;300;3;Gras;1
Borkenberge;Borknb;;51.46'700"N;007.17'170"E;48;768;Sonderlandeplatz;1060;EDLB;125.875;1;468;260;1;Asphalt;1
Borkum;Borkum;;53.35'830"N;006.42'600"E;1;768;Sonderlandeplatz;1060;EDWR;123.000;1;1000;310;1;Asphalt;1
Bottenhorn;Bottnh;;50.47'750"N;008.27'870"E;505;768;Sonderlandeplatz;1060;EDGT;120.375;1;525;290;3;Gras;1
Brandenburg-Briest;Brandn;;52.26'250"N;012.27'500"E;31;768;Sonderlandeplatz;1060;EDUB;130.125;1;1499;250;1;Asphalt;1
Brandenburg-Muehlenfeld;Brand1;;52.26'200"N;012.35'400"E;30;768;Sonderlandeplatz;1060;EDB"E;118.625;1;730;280;3;Gras;1
Brandis;Brands;;51.19'700"N;012.39'500"E;164;768;Sonderlandeplatz;1060;;129.250;1;1300;260;0;Beton;1
Brannenburg;Brannn;;47.44'500"N;012.06'900"E;461;1792;Segelfluggel‰nde;1060;;122.500;1;0;0;5;Belag unbekannt;1
Braunfels;Branfl;;50.31'267"N;008.23'450"E;240;1792;Segelfluggel‰nde;1060;;123.150;1;0;0;5;Belag unbekannt;1
Braunschweig;Bransc;;52.19'230"N;010.33'450"E;89;1024;Flughafen;1060;EDV"E;119.350;1;900;85;3;Gras;1
Breitscheid;Bretsc;;50.40'830"N;008.10'420"E;559;768;Sonderlandeplatz;1060;EDGB;122.600;1;900;250;1;Asphalt;1
Bremen;Bremen;;53.02'800"N;008.47'270"E;4;256;Internationaler Flugplatz;1060;EDDW;118.500;1;2034;270;0;Beton;1
Bremerhaven/Am Luneort;Bremrh;;53.30'300"N;008.34'550"E;3;768;Sonderlandeplatz;1060;EDWB;122.375;1;800;340;1;Asphalt;1
Bremgarten;Bremgr;;47.54'200"N;007.37'100"E;212;768;Sonderlandeplatz;1060;EDTG;122.000;1;1650;230;1;Asphalt;1
Brilon/Hochsauerland;BrilnH;;51.24'230"N;008.38'570"E;460;768;Sonderlandeplatz;1060;EDKO;129.375;1;600;250;1;Asphalt;1
Brockzetel b. Aurich;Brockz;;53.28'900"N;007.39'417"E;9;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Bronkow;Bronkw;;51.40'200"N;013.57'670"E;129;768;Sonderlandeplatz;1060;EDBQ;130.325;1;644;260;3;Gras;1
Bruchsal;Bruchs;;49.08'170"N;008.33'870"E;111;768;Sonderlandeplatz;1060;EDTC;128.375;1;500;300;3;Gras;1
Buechel;Buechl;;50.10'500"N;007.03'883"E;476;1792;Segelfluggel‰nde;1060;;122.100;1;0;0;5;Belag unbekannt;1
Buechig;Buechg;;50.26'917"N;010.15'167"E;384;1792;Segelfluggel‰nde;1060;;123.375;1;0;0;5;Belag unbekannt;1
Bueckeburg;Bueckb;;52.16'700"N;009.04'900"E;70;512;milit‰rischer Flugplatz;1060;ETHB;122.100;1;1832;75;1;Asphalt;1
Bueckeburg-Weinberg;Bueck1;;52.15'133"N;009.01'133"E;80;1792;Segelfluggel‰nde;1060;;129.975;1;0;0;5;Belag unbekannt;1
Bueren/Am Schwalenberg;BuernA;;51.32'583"N;008.34'900"E;277;1792;Segelfluggel‰nde;1060;;123.350;1;0;0;5;Belag unbekannt;1
Bundenthal-Rumbach;Bundnt;;49.05'717"N;007.47'617"E;287;1792;Segelfluggel‰nde;1060;;123.350;1;0;0;5;Belag unbekannt;1
Burg;Burg;;52.14'500"N;011.51'420"E;53;768;Sonderlandeplatz;1060;EDBG;122.050;1;850;270;3;Gras;1
Burg Feuerstein;BurgFr;;49.47'600"N;011.08'070"E;510;768;Sonderlandeplatz;1060;EDQ"E;130.775;1;863;85;1;Asphalt;1
Burgberg bei Witzenhausen;Burgbr;;51.21'050"N;009.49'533"E;213;1792;Segelfluggel‰nde;1060;;123.500;0;0;0;5;Belag unbekannt;1
COLEMA"N;COLEM;;49.33'800"N;008.27'800"E;94;768;Sonderlandeplatz;1060;ETOR;122.100;0;930;50;1;Asphalt;1
COTTBUS;COTTB;;51.46'083"N;014.17'517"E;70;768;Sonderlandeplatz;1060;ETHT;132.575;0;1570;80;1;Asphalt;1
Celle;Celle;;52.35'033"N;010.01'017"E;39;512;milit‰rischer Flugplatz;1060;ETHC;122.100;1;1831;260;0;Beton;1
Celle-Arloh;CellAr;;52.41'450"N;010.06'550"E;63;768;Sonderlandeplatz;1060;EDVC;123.650;1;800;230;3;Gras;1
Cham-Janahof;ChamJn;;49.12'600"N;012.39'417"E;366;1792;Segelfluggel‰nde;1060;;123.150;1;0;0;5;Belag unbekannt;1
Chemnitz-Jahnsdorf;Chemnt;;50.45'000"N;012.50'010"E;365;768;Sonderlandeplatz;1060;EDCJ;122.500;1;600;250;3;Gras;1
Coburg-Brandensteinsebene;CobrgB;;50.15'870"N;010.59'780"E;454;768;Sonderlandeplatz;1060;EDQC;118.000;1;860;120;1;Asphalt;1
Coburg-Steinruecken;CobrgS;;50.13'880"N;010.59'830"E;361;768;Sonderlandeplatz;1060;EDQY;129.800;1;700;250;3;Gras;1
Cochstedt-Schneidlingen;Cochst;;51.51'380"N;011.25'100"E;182;1024;Flughafen;1060;EDBC;131.125;1;2500;260;0;Beton;1
Cottbus-Drewitz;Cottbs;;51.53'400"N;014.31'900"E;83;768;Sonderlandeplatz;1060;EDCD;118.650;1;2500;250;0;Beton;1
DAMGARTEN CLOSED*;DAMGA;;54.15'933"N;012.26'917"E;10;2816;Auﬂenlandefeld;1060;;121.500;0;2000;60;0;Beton;1
DAUBOR"N;DAUBO;;50.19'300"N;008.11'500"E;220;1792;Segelfluggel‰nde;1060;;1  .  0;0;400;130;3;Gras;1
DEMMI"N;DEMMI;;53.55'300"N;013.13'117"E;25;1792;Segelfluggel‰nde;1060;;1  .  0;0;2140;160;0;Beton;1
DUERNBACH       *FL02;DUENB;;47.46'000"N;011.44'000"E;749;2816;Auﬂenlandefeld;1060;;1  .  0;0;500;160;4;sonstiger Belag;1
Dachau-Groebenried;DachGr;;48.13'770"N;011.25'470"E;490;768;Sonderlandeplatz;1060;EDMD;118.425;1;420;280;3;Gras;1
Dahlemer Binz;Dahlmr;;50.24'300"N;006.31'780"E;578;768;Sonderlandeplatz;1060;EDKV;122.375;1;800;240;1;Asphalt;1
Damme;Damme;;52.29'330"N;008.11'220"E;46;768;Sonderlandeplatz;1060;EDWC;133.300;1;700;290;1;Asphalt;1
Daun Senheld;DaunSn;;50.10'750"N;006.51'883"E;525;1792;Segelfluggel‰nde;1060;;123.350;1;0;0;5;Belag unbekannt;1
Deckenpfronn-Egelsee;Decknp;;48.38'233"N;008.49'067"E;578;1792;Segelfluggel‰nde;1060;;130.125;1;0;0;5;Belag unbekannt;1
Dedelow;Dedlw;;53.21'380"N;013.47'000"E;50;768;Sonderlandeplatz;1060;EDBD;122.600;1;900;280;1;Asphalt;1
Deggendorf;Deggnd;;48.49'870"N;012.52'880"E;314;768;Sonderlandeplatz;1060;EDMW;122.025;1;550;270;1;Asphalt;1
Degmann;Degmnn;;49.15'517"N;009.16'633"E;155;1792;Segelfluggel‰nde;1060;;123.500;1;0;0;5;Belag unbekannt;1
Dehausen (Diemelstadt);Dehsn(;;51.27'800"N;009.02'933"E;300;1792;Segelfluggel‰nde;1060;;123.150;1;0;0;5;Belag unbekannt;1
Der Dingel;DerDng;;51.32'233"N;009.22'933"E;226;1792;Segelfluggel‰nde;1060;;123.150;1;0;0;5;Belag unbekannt;1
Der Ring in Schwalmstadt;DerRng;;50.53'483"N;009.14'933"E;212;1792;Segelfluggel‰nde;1060;;123.375;1;0;0;1;Asphalt;1
Dessau;Dessau;;51.50'000"N;012.11'200"E;57;768;Sonderlandeplatz;1060;EDAD;118.175;1;1000;90;1;Asphalt;1
Detmold;Detmld;;51.56'500"N;008.54'400"E;9999;768;Sonderlandeplatz;1060;;122.750;1;360;270;1;Asphalt;1
Diepholz (mil/civ);Diephl;;52.35'100"N;008.20'500"E;39;768;Sonderlandeplatz;1060;ETND;122.600;1;1283;260;1;Asphalt;1
Dierdorf-Wienau;Dierdr;;50.34'050"N;007.39'280"E;290;768;Sonderlandeplatz;1060;EDRW;128.925;1;520;250;1;Asphalt;1
Dillingen;Dillng;;49.23'200"N;006.44'917"E;245;1792;Segelfluggel‰nde;1060;;130.125;1;0;0;5;Belag unbekannt;1
Dingolfing;Dinglf;;48.39'570"N;012.29'900"E;355;768;Sonderlandeplatz;1060;EDPD;123.600;1;500;260;3;Gras;1
